class,year,elevation,eastness,northness,roughness,dew_temp,precip_annual,temp_annual_mean,temp_annual_min,temp_annual_max,temp_january_min,vapor_min,vapor_max,county,longitude,latitude
No,2017,156,-98,19,19,6.51,1053,10.67,2.13,14.66,6.68,75,778,snohomish,-122.297351,47.918886
Yes,2017,1212,99,-6,55,-0.49,568,7.14,-5.52,11.56,2.72,257,1040,ferry,-118.506956,48.009997
No,2017,579,-46,-88,7,1.41,380,9.24,-4.88,15.43,3.06,183,1472,stevens,-118.360953,48.008664
No,2017,2445,89,44,175,-5.45,1703,-0.21,-10.65,3.88,-4.3,89,513,okanogan,-120.588479,48.535013
No,2017,1842,-12,99,106,-2.28,2250,1.56,-6.98,5.98,-2.86,80,501,jefferson,-123.347089,47.827088
Yes,2018,161,-99,1,23,6.19,1446,10.88,1.03,16.26,5.5,52,1021,cowlitz,-122.813003,46.096519
Yes,2019,1413,-71,-69,54,-0.33,1787,4.38,-5.65,9.32,-0.56,64,748,yakima,-121.46009,46.37874
Yes,2018,129,-64,76,17,6.71,570,10.36,1.87,14.82,5.9,31,739,jefferson,-122.859708,48.088427
Yes,2017,786,87,-48,120,0.57,332,8.71,-5.71,14.95,2.47,197,1446,ferry,-118.719624,48.160467
Yes,2017,1145,39,-91,55,-1.65,405,5.78,-8.78,11.68,-0.12,172,1127,okanogan,-119.129642,48.702776
Yes,2017,898,29,-95,40,-0.13,706,6.18,-7,12.19,0.18,132,1106,stevens,-117.869156,48.73888
No,2017,41,-96,26,28,6.62,1120,11.5,1.29,16.9,6.09,59,1087,clark,-122.736317,45.782854
Yes,2017,817,93,36,74,1.16,470,9.01,-4.65,14.44,3.58,238,1332,stevens,-118.159099,48.057984
No,2017,26,-52,84,60,8.56,1991,11.26,4.5,14.39,8.14,47,524,pacific,-124.049094,46.27772
No,2017,834,-76,-63,43,1.1,410,8.23,-4.76,13.94,2.52,166,1255,kittitas,-120.508989,47.128382
Yes,2017,379,39,-91,48,4.75,2122,8.26,-0.75,12.84,3.69,24,784,king,-121.783628,47.27956
No,2017,671,-73,-67,26,2.01,484,9.34,-3.05,15.54,3.13,143,1369,whitman,-117.520465,46.907616
Yes,2017,1367,51,85,44,-0.53,900,5.71,-7.42,11.37,0.05,119,1022,stevens,-117.504391,48.255931
Yes,2017,96,-70,-70,47,7.4,1107,11.12,1.25,15.18,7.07,52,734,whatcom,-122.465057,48.698257
Yes,2017,555,83,55,19,5.32,1638,8.87,0.19,13.66,4.09,43,831,pierce,-122.10496500000001,46.957599
No,2017,706,-73,-68,14,0.73,370,8.28,-5.28,14.65,1.94,156,1328,kittitas,-120.355428,47.074316
No,2017,570,-97,22,23,2.13,405,9.59,-3.15,16.04,3.15,140,1443,whitman,-117.774205,47.013372
Yes,2017,1391,-95,-29,33,-0.53,2743,4.81,-4.65,9.12,0.49,129,679,skamania,-121.616771,46.191095
Yes,2018,725,52,-85,35,2.11,1229,7.81,-3.18,13.65,1.97,60,978,klickitat,-121.568377,46.031446
No,2017,570,-71,-70,97,2.56,404,10.1,-2.59,15.85,4.35,220,1364,klickitat,-120.494177,45.767487
No,2017,613,-66,74,10,2.21,431,9.64,-2.85,15.47,3.81,205,1314,klickitat,-120.649139,45.785265
No,2017,929,96,-26,70,1,443,8.02,-4.46,13.41,2.64,197,1157,yakima,-120.874529,46.568411
Yes,2017,400,52,85,58,1.41,2798,7.99,-3.42,13.12,2.87,99,921,snohomish,-121.414588,48.179309
Yes,2017,1765,80,-58,68,-2.27,2096,2.93,-6.55,7.44,-1.58,114,538,yakima,-121.166389,46.897487
Yes,2017,1783,99,-6,105,-2.13,1656,3.31,-6.46,7.91,-1.3,139,587,yakima,-121.181211,46.722253
Yes,2017,1399,99,8,7,-0.89,1237,4.23,-5.87,8.75,-0.29,116,676,yakima,-121.313541,46.678446
Yes,2017,1025,97,-24,79,0.6,494,7.83,-5.48,13.07,2.58,205,1184,ferry,-118.569871,48.213229
No,2018,1910,-80,58,33,-3.79,2737,2.2,-7.5,6.48,-2.08,116,555,snohomish,-121.133147,48.048523
No,2017,647,-25,-96,8,2.09,404,8.88,-3.59,15.42,2.35,123,1321,klickitat,-120.872634,45.886524
Yes,2017,1131,74,66,17,-0.21,803,5.95,-7.01,11.14,0.75,170,982,stevens,-118.031613,48.947711
Yes,2017,203,-76,64,39,5.35,2626,9.56,0.41,15.14,4,25,855,pacific,-123.591211,46.539575
Yes,2017,528,-9,-99,50,1.39,294,9.7,-4.69,15.93,3.48,214,1538,ferry,-118.720495,48.015852
No,2017,528,0,0,0,1.78,280,9.42,-4.23,16.1,2.74,138,1510,adams,-118.400723,46.908802
Yes,2017,1677,-81,-57,112,-3.25,717,3.93,-7.71,8.65,-0.78,169,768,okanogan,-120.04951199999999,48.774391
Yes,2017,42,38,92,34,6.94,2683,10.12,3.18,13.78,6.46,32,592,clallam,-124.65579,48.061373
No,2017,310,-70,70,24,3.23,261,11.19,-2.25,17.67,4.72,228,1712,franklin,-118.849174,46.350649
Yes,2017,135,10,99,45,5.95,1505,10.6,1.28,15.25,5.96,69,896,king,-121.863026,47.776412
No,2017,312,63,-77,11,2.65,254,10.74,-3.02,17.32,4.15,197,1665,franklin,-118.862798,46.521126
No,2017,361,-70,-70,1,2.24,222,10.15,-3.88,16.56,3.74,183,1524,adams,-119.089052,46.87494
No,2017,424,-92,37,5,2.3,233,9.92,-3.88,16.45,3.4,153,1501,adams,-118.902743,46.842534
No,2017,36,-93,-35,5,7.14,578,10.12,1.95,14.47,5.77,21,641,island,-122.676736,48.207181
Yes,2017,444,-32,94,93,3.92,2603,9.26,-1.59,15.01,3.52,70,1093,skamania,-121.864478,45.827309
Yes,2017,640,61,78,68,3.64,2655,8.64,-1.76,13.78,3.51,100,966,skamania,-122.047455,45.847451
Yes,2017,441,44,89,111,6.3,3407,9.91,1.37,14.45,5.37,32,696,jefferson,-124.013914,47.596905
Yes,2017,126,85,-51,6,6.95,2990,10.02,1.82,14.46,5.58,20,639,grays_harbor,-124.154618,47.467631
Yes,2017,11,-81,58,4,7.7,2276,10.56,3.28,14.44,6.69,32,611,grays_harbor,-124.106611,47.078356
Yes,2017,516,-32,94,151,4.64,4069,9.08,0.7,13.39,4.78,89,737,mason,-123.394072,47.380256
Yes,2017,522,98,18,125,5.7,5021,9.56,1.44,13.84,5.28,76,712,grays_harbor,-123.542843,47.383896
No,2017,518,-2,-99,10,1.64,217,10,-4.78,15.9,4.1,242,1515,grant,-119.674,47.284286
Yes,2018,255,-74,-66,114,6.18,3148,9.54,1.29,13.86,5.22,40,642,pacific,-123.886126,46.340759
No,2017,393,-89,-44,19,1.41,600,9.6,-4.85,15.78,3.42,195,1489,chelan,-120.615018,47.596266
Yes,2017,78,77,63,31,6.69,2751,9.95,1.62,14.49,5.42,25,672,grays_harbor,-123.899845,47.13828
Yes,2017,58,76,64,28,7.08,2276,10.49,2.07,15.22,5.76,24,721,grays_harbor,-123.703311,47.009096
Yes,2017,574,39,91,51,4.05,2511,7.97,-0.78,12.17,3.77,65,733,king,-121.65473,47.348867
No,2017,1755,-96,-25,77,-5.29,2496,2.57,-6.81,6.94,-1.8,156,664,skagit,-121.155152,48.54625
Yes,2017,89,-52,-84,7,6.65,2460,10.49,1.74,15.59,5.38,26,827,grays_harbor,-123.544653,47.161639
Yes,2017,5,94,-31,2,6.69,446,10.29,2.68,14.19,6.4,42,656,clallam,-123.075585,48.116228
Yes,2017,43,89,-44,66,5.65,730,9.94,0.91,14.76,5.11,40,818,clallam,-123.004985,48.010138
No,2017,86,-70,-70,1,6.51,1263,11.44,1.38,16.74,6.15,63,1079,clark,-122.560545,45.761116
No,2017,556,-66,-74,26,2.39,483,10.79,-1.75,16.5,5.09,229,1494,whitman,-117.503877,46.745845
No,2017,426,68,-72,16,1.97,232,9.85,-4.07,16.37,3.33,174,1527,adams,-118.931071,47.006078
No,2017,16,85,-51,2,7.03,1500,11.22,1.9,16.77,5.67,22,987,grays_harbor,-123.300153,46.884436
Yes,2017,36,-59,80,38,6.69,2385,10.27,1.65,15.23,5.32,24,756,grays_harbor,-123.664248,46.843877
Yes,2017,608,88,45,37,0.2,954,8.17,-5.23,14.25,2.09,164,1343,chelan,-120.776648,47.554539
No,2017,479,-57,81,23,2.34,299,10.26,-3.35,16.82,3.71,168,1589,adams,-118.375697,46.744125
Yes,2017,115,-93,34,31,6.77,953,10.63,2.1,14.67,6.61,63,740,island,-122.388,47.959272
No,2017,76,4,99,16,6.59,1208,11.49,1.4,16.82,6.16,63,1081,clark,-122.581956,45.724914
No,2017,51,-35,-93,10,6.9,1136,12.01,2,17.17,6.85,85,1123,clark,-122.534024,45.601012
Yes,2017,360,75,65,84,5.81,1810,10.45,1.27,14.5,6.41,103,807,jefferson,-123.11546,47.724683
Yes,2017,293,90,-42,41,5.77,1606,10.01,-0.04,15.46,4.55,31,951,lewis,-123.296783,46.734954
Yes,2017,74,-42,90,14,6.44,2245,10.05,1.67,14.94,5.15,27,743,pacific,-123.811529,46.638549
Yes,2017,756,-74,67,24,0.62,378,8.51,-5.38,14.34,2.69,193,1346,ferry,-118.542205,48.042919
Yes,2018,360,0,100,15,5.53,1858,9.91,0.12,15.33,4.49,39,976,lewis,-122.575567,46.627664
Yes,2017,77,-94,31,46,6.58,1344,11.17,1.42,16.87,5.48,32,1082,lewis,-123.032123,46.39307
Yes,2017,52,99,0,41,6.69,2511,10.66,1.81,15.88,5.45,29,862,wahkiakum,-123.560518,46.37466
Yes,2017,53,-57,82,35,8.01,2387,10.85,3.33,14.57,7.14,35,601,pacific,-123.739061,46.29515
Yes,2018,1658,-99,6,107,-2.71,2280,3.7,-5.63,7.68,-0.28,141,617,whatcom,-121.189391,48.849419
Yes,2017,228,72,68,111,5.75,2538,10.79,0.98,15.63,5.96,87,985,mason,-123.085321,47.569742
Yes,2017,110,-76,64,58,6.41,2002,10.74,1.35,15.69,5.78,46,907,mason,-123.088132,47.38269
No,2017,81,61,-78,29,6.34,1541,10.73,1.5,15.64,5.82,50,916,mason,-122.863844,47.373167
Yes,2018,772,-91,-41,92,3.69,3562,7.62,-1.27,11.66,3.57,81,695,cowlitz,-122.292527,46.119557
Yes,2017,232,-51,-85,3,6.3,1229,10.4,1.1,15.27,5.53,36,935,pierce,-122.122357,47.108256
Yes,2017,226,65,75,69,6.6,2196,9.71,2.5,13.48,5.94,27,593,clallam,-124.482649,48.315195
No,2017,719,90,42,99,1.53,392,9.95,-2.61,15.52,4.39,264,1399,asotin,-117.290602,46.302846
No,2017,515,-99,6,4,1.3,251,9.59,-5,15.99,3.19,197,1541,grant,-119.186071,47.519428
No,2017,415,16,-98,10,1.57,241,9.98,-4.6,16.72,3.23,182,1625,grant,-119.098838,47.434725
No,2017,416,-51,85,4,1.59,233,9.95,-4.6,16.65,3.24,185,1614,grant,-119.152166,47.349582
No,2017,468,-14,-98,4,1.63,227,9.62,-4.57,16.21,3.03,163,1534,lincoln,-118.964146,47.324052
Yes,2017,252,-11,99,76,4.95,3158,8.9,0.21,14.21,3.58,29,772,pacific,-123.756059,46.472899
Yes,2017,1226,-99,7,35,-2.11,501,5.16,-9.44,11.18,-0.86,155,1089,okanogan,-118.987755,48.654126
Yes,2017,839,-48,87,65,3.21,3083,7.33,-1.28,11.32,3.34,80,665,cowlitz,-122.486261,46.141969
Yes,2017,277,-54,84,58,6.79,3094,10.04,1.71,14.68,5.41,21,702,clallam,-124.342727,48.020989
Yes,2017,419,27,-96,40,4.5,2434,9.51,-1.07,14.85,4.17,73,1020,clark,-122.273813,45.951845
Yes,2018,586,98,-16,103,4.82,2128,8.92,0.35,13.72,4.13,67,856,lewis,-122.215445,46.631241
Yes,2018,885,50,-86,33,3.06,2228,7.52,-1.25,12.08,2.97,75,775,lewis,-122.016249,46.638367
Yes,2017,302,-99,9,4,5.1,1685,9.93,-0.28,15.74,4.11,30,1062,lewis,-122.068459,46.496388
Yes,2017,576,-1,99,66,5.29,1936,9.46,-0.18,14.36,4.57,67,911,lewis,-122.139857,46.485797
No,2017,58,0,0,0,6.64,1536,10.73,1.48,16.02,5.45,29,946,thurston,-122.939627,46.930903
Yes,2017,1828,-64,-76,133,-2.8,2710,3,-7.27,7.54,-1.54,112,625,snohomish,-121.193483,48.005019
Yes,2017,68,86,-49,24,6.77,1196,11.27,1.91,16.07,6.46,57,940,king,-122.336003,47.288413
No,2017,117,89,-44,4,6.54,1134,10.89,1.68,15.65,6.14,57,895,pierce,-122.461762,47.255356
Yes,2017,1439,0,-100,65,-2.39,509,4.79,-8.14,9.52,0.06,196,859,ferry,-118.825643,48.800507
Yes,2017,380,-51,85,64,5.01,2645,9.85,-0.34,14.65,5.06,106,960,clark,-122.418067,45.807955
Yes,2017,159,-49,-87,34,6.73,3400,9.91,1.46,14.46,5.36,21,663,jefferson,-124.180305,47.622478
Yes,2017,37,-97,-24,8,7.51,2824,10.71,3.5,14.68,6.75,33,647,jefferson,-124.342986,47.564982
No,2017,585,-89,-44,5,1.28,274,9.05,-4.94,15.5,2.6,159,1464,lincoln,-118.834837,47.534963
No,2017,769,99,-4,18,1.67,539,8.53,-3.61,14.67,2.4,119,1283,whitman,-117.190093,47.084148
No,2017,155,-98,19,2,6.28,1530,10.79,0.9,16.52,5.07,26,1064,lewis,-122.720131,46.587551
No,2017,2283,44,-89,150,-4.95,1678,0.93,-8.05,5.11,-3.24,105,542,chelan,-120.727535,48.407165
Yes,2017,1497,86,-50,130,-0.52,875,7.27,-4.67,12.23,2.31,253,1023,asotin,-117.445366,46.112699
Yes,2017,1904,92,37,21,-3.31,1003,3.02,-7.53,7.91,-1.86,175,695,kittitas,-120.575064,47.256084
No,2017,750,27,-96,27,1.29,715,7.74,-5.62,14.22,1.27,80,1274,pend_oreille,-117.288054,48.062603
Yes,2017,472,27,96,31,6.9,3259,9.3,0.91,13.97,4.64,12,575,clallam,-124.275869,47.942628
Yes,2017,194,-97,24,27,4.83,1693,9.65,-0.59,14.32,4.98,54,840,whatcom,-122.103444,48.897361
Yes,2017,59,-65,75,58,6.3,1033,10.61,1.49,15.43,5.8,52,852,jefferson,-122.79523,47.764623
Yes,2018,489,-89,-44,131,5.3,3927,9.31,1.36,13.39,5.23,91,703,jefferson,-124.037014,47.766533
Yes,2017,875,73,67,104,-0.24,587,7.83,-5.73,13.29,2.37,229,1215,chelan,-120.444071,47.720957
No,2017,492,33,94,62,2.25,185,10.39,-4.02,16.26,4.51,244,1508,grant,-119.618638,46.964209
No,2017,143,91,41,4,6.76,1132,10.71,1.25,15.72,5.7,19,951,pierce,-122.29721,47.126902
Yes,2017,304,-99,-2,29,5.52,901,9.72,1.14,13.68,5.76,53,737,san_juan,-122.810686,48.665492
No,2017,5,-70,70,2,6.96,1012,10.42,1.88,14.82,6.02,33,716,skagit,-122.391098,48.546256
No,2017,32,-98,-18,15,6.93,716,10.47,2,14.67,6.27,43,697,skagit,-122.547442,48.415914
Yes,2017,1004,96,-24,89,2.92,3241,7,-2.03,11.25,2.74,85,722,skamania,-122.115742,46.002294
Yes,2017,301,-93,-35,60,5.34,1994,10.07,0.19,15.57,4.57,50,1033,cowlitz,-122.630168,46.092281
No,2017,1377,30,-95,171,0.19,3418,6.64,-2.01,10.51,2.76,117,690,whatcom,-121.569601,48.802198
No,2017,784,87,-47,20,1.69,584,8.53,-3.44,14.55,2.54,125,1261,whitman,-117.165657,46.94252
Yes,2017,260,66,74,41,5.92,1553,10.3,0.7,14.85,5.75,66,831,snohomish,-121.936785,48.113571
No,2017,638,-61,79,49,1.16,249,9.06,-5.85,14.59,3.54,231,1343,grant,-119.851334,47.314912
No,2017,313,66,74,43,3.22,334,11.36,-1.98,17.59,5.14,215,1632,walla_walla,-118.80708,46.026625
No,2017,330,49,86,19,3.36,252,11.22,-2.15,17.12,5.32,214,1566,benton,-118.991808,46.060647
No,2017,467,-67,73,10,3.05,257,10.67,-2.73,16.37,4.97,204,1413,benton,-119.147346,46.01009
No,2017,239,-25,96,11,2.33,185,10.77,-3.31,17.81,3.72,208,1669,yakima,-120.046622,46.322322
Yes,2017,793,-61,78,49,1.37,967,7.13,-5,12.55,1.71,98,1043,kittitas,-120.902091,47.235032
No,2017,679,20,-97,15,0.73,281,8.61,-6.17,14.54,2.69,193,1380,douglas,-119.380958,47.628294
Yes,2017,1433,87,-49,159,0.36,3166,4.65,-4.15,8.47,0.83,91,505,kittitas,-121.444558,47.348208
No,2017,377,44,-89,1,1.83,191,10.22,-4.69,16.55,3.9,225,1581,grant,-119.824018,47.146641
Yes,2017,1577,98,-17,108,-3.79,1162,3.87,-7.69,8.85,-1.1,152,851,okanogan,-120.527099,48.338087
Yes,2017,1293,-99,8,159,-1.05,1793,3.83,-6.23,8.21,-0.56,115,596,kittitas,-121.135737,47.511835
Yes,2017,1134,-96,-26,70,-0.2,1436,5.53,-5.75,10.52,0.55,122,887,kittitas,-120.931271,47.406987
Yes,2017,207,72,68,15,6.3,1662,10.55,1.46,15.07,6.03,59,882,king,-121.85274,47.624876
No,2017,392,-60,79,17,2.89,274,10.86,-2.71,17,4.71,214,1576,franklin,-118.696808,46.562768
No,2017,343,31,-94,2,3.17,318,11.27,-2.04,17.44,5.1,221,1598,walla_walla,-118.502122,46.367183
No,2017,248,99,-9,76,2.91,273,11.25,-2.33,17.82,4.68,223,1709,franklin,-118.685714,46.405038
No,2017,648,-94,-33,12,1.36,328,8.44,-5.12,14.78,2.11,125,1350,lincoln,-118.47375,47.555186
No,2017,691,92,-38,158,1.12,243,9.5,-5.46,15.46,3.53,229,1505,grant,-119.525894,47.5028
Yes,2017,1151,-22,97,85,2.38,2669,6.11,-3.05,10.34,1.87,50,616,king,-121.596229,47.195154
No,2017,744,-58,81,6,0.48,314,8.44,-5.94,14.26,2.62,196,1343,douglas,-119.247578,48.003565
No,2017,695,98,15,11,0.44,286,8.41,-6.41,14.46,2.36,188,1382,douglas,-119.228573,47.835876
Yes,2017,1245,-92,37,120,-0.83,2546,4.96,-4.13,9.07,0.84,94,641,whatcom,-121.761747,48.952737
No,2017,10,92,-37,20,7.11,834,10.75,2.3,15.02,6.48,42,728,island,-122.438361,47.948606
No,2017,529,98,-14,4,1.73,298,9.38,-4.28,16.05,2.72,138,1490,adams,-118.41613,47.071186
No,2017,517,79,61,15,1.41,250,9.41,-4.73,15.91,2.91,170,1521,grant,-118.995171,47.48609
No,2017,469,-97,-21,40,1.1,306,9.42,-5.12,15.08,3.76,218,1424,chelan,-120.145604,47.913953
Yes,2017,1139,99,-13,26,0.06,1620,5.12,-7.4,11.07,-0.83,45,943,yakima,-121.38663,46.826766
No,2017,671,-81,58,3,1.87,522,9.03,-3.27,15.3,2.76,129,1344,whitman,-117.349046,46.955827
No,2017,553,-34,-93,22,2,418,9.6,-3.15,16.23,2.97,135,1472,whitman,-117.699781,46.946463
Yes,2017,1022,-99,-8,43,0.41,570,7.74,-5.61,12.77,2.71,222,1133,stevens,-118.017282,48.191594
Yes,2017,859,92,-39,41,0.55,744,6.79,-6.92,13.6,-0.02,72,1219,pend_oreille,-117.356945,48.380981
Yes,2017,633,-93,-34,16,1.58,631,7.75,-5.81,14.6,0.91,55,1316,pend_oreille,-117.269056,48.286321
Yes,2017,902,53,-84,80,-0.35,491,6.35,-8.39,12.81,-0.12,104,1206,ferry,-118.759946,48.699227
Yes,2017,1441,-86,-49,64,-2.42,556,5.43,-7.66,10.37,0.5,200,983,okanogan,-119.837781,48.418325
No,2017,239,-98,-14,3,2.58,194,11.01,-3.26,17.57,4.44,208,1688,adams,-119.25442,46.820582
No,2017,226,-70,-70,4,2.67,191,11.24,-3.38,17.69,4.79,231,1701,grant,-119.438908,46.846414
No,2017,591,-63,77,38,1.51,258,9.32,-4.5,15.5,3.15,207,1411,yakima,-120.640067,46.730696
Yes,2017,1524,-99,-8,147,-1.6,2960,3.71,-5.59,7.6,-0.17,95,562,whatcom,-121.431825,48.945509
No,2017,705,97,-20,12,1.42,331,8.18,-5.19,14.53,1.84,109,1307,lincoln,-118.295734,47.523715
No,2017,649,-77,63,13,1.46,321,8.59,-4.73,14.87,2.3,137,1357,lincoln,-118.27066,47.356663
No,2017,246,-39,-91,4,2.52,199,11.57,-3.22,18.03,5.11,278,1826,grant,-119.756468,46.671037
Yes,2017,1077,80,-59,86,-0.06,841,7.1,-5.33,12.13,2.08,193,1080,chelan,-120.591838,47.426913
No,2017,804,61,78,28,0.3,411,8.53,-5.26,13.61,3.44,250,1247,chelan,-120.366286,47.375939
No,2017,309,-70,70,3,2.58,219,10.54,-3.33,16.89,4.18,193,1560,franklin,-119.235976,46.650911
Yes,2017,870,11,99,30,-1.02,450,7.51,-6.76,13.06,1.97,222,1269,okanogan,-120.005178,48.277156
Yes,2017,814,-99,-4,72,3.96,2870,7.65,-0.94,11.27,4.03,72,565,king,-121.830111,47.460766
No,2017,886,-39,91,5,0.17,397,8.89,-5.38,13.88,3.89,306,1294,okanogan,-119.823954,48.131101
No,2017,779,21,-97,86,1.12,280,8.86,-4.9,14.18,3.54,228,1277,kittitas,-120.151483,47.110658
No,2017,667,80,59,5,1.75,449,8.69,-4.31,14.81,2.58,128,1319,spokane,-117.730782,47.269559
No,2017,580,-99,-3,9,1.55,318,9.02,-4.5,15.63,2.42,132,1447,adams,-118.247932,47.194372
No,2017,572,-99,-10,40,1.73,354,9.27,-4.06,15.96,2.59,130,1466,adams,-118.056549,47.084426
No,2017,520,-89,-44,6,1.88,308,9.48,-4.05,16.1,2.85,138,1492,adams,-118.228387,47.034709
No,2017,238,95,28,36,3.2,287,11.44,-2.25,17.85,5.05,215,1686,walla_walla,-118.354109,46.582829
No,2017,381,97,21,24,2.82,293,11.08,-2.39,17.21,4.96,232,1603,walla_walla,-118.524603,46.526821
No,2017,763,75,66,28,0.9,241,8.6,-5.38,14.53,2.67,200,1334,kittitas,-120.155399,46.969112
Yes,2018,253,63,77,38,5.79,1418,9.79,0.56,14.68,4.9,29,897,pierce,-121.958214,47.153942
No,2017,599,-70,70,9,1.05,272,9.03,-5.52,15.41,2.65,180,1475,grant,-119.019225,47.653833
No,2017,589,98,-16,26,2.14,410,9.47,-3.28,15.85,3.08,141,1413,whitman,-117.713068,47.101889
No,2017,649,-58,81,5,1.32,311,8.44,-5.35,14.98,1.9,112,1387,lincoln,-118.657911,47.668766
No,2017,616,45,-89,40,0.87,353,9.54,-5.11,15.15,3.92,263,1437,chelan,-119.932267,47.957798
Yes,2017,1741,53,84,29,-2.49,1408,3.37,-6.5,7.99,-1.25,129,641,yakima,-121.321816,46.53058
No,2017,381,70,-70,1,1.8,234,10.2,-4.35,17.12,3.29,198,1629,yakima,-120.625661,46.5569
No,2017,255,93,-34,10,2.12,193,10.81,-3.78,17.88,3.74,202,1725,yakima,-120.590265,46.411538
Yes,2017,334,-82,56,24,4.25,1677,9.66,-0.58,15.38,3.95,69,1100,lewis,-121.994053,46.441697
No,2017,473,93,-35,5,2.12,324,9.92,-3.66,16.63,3.2,148,1556,adams,-118.215644,46.887448
No,2017,371,-92,37,33,3.2,435,11.28,-1.87,17.22,5.35,243,1557,walla_walla,-118.320169,46.263767
No,2017,367,-89,44,9,3.44,490,11.48,-1.64,17.39,5.57,266,1586,walla_walla,-118.268941,46.108386
Yes,2017,1302,-78,61,55,-1.68,562,4.88,-9.71,10.96,-1.21,129,1051,ferry,-118.588553,48.529997
No,2017,386,-85,-51,9,2.56,319,10.63,-3,17.26,4,184,1642,whitman,-118.191566,46.710309
Yes,2017,633,6,99,46,0.36,436,7.8,-6.64,14.58,1.03,120,1404,ferry,-118.775011,48.456663
Yes,2017,1582,-58,81,53,-2.88,680,4.54,-8.46,9.27,-0.2,201,875,okanogan,-119.164357,48.788215
No,2017,344,0,-100,5,2.47,219,10.34,-3.48,16.75,3.93,181,1553,franklin,-119.062762,46.705619
No,2017,1108,88,-45,88,0.6,525,7.79,-4.05,12.44,3.15,269,1046,yakima,-120.944315,46.526298
No,2017,21,70,70,1,6.6,1233,10.47,0.51,15.34,5.59,34,831,whatcom,-122.326714,48.94923
No,2017,165,70,-70,3,3.78,318,12.37,-0.89,18.52,6.21,238,1744,columbia,-118.177423,46.553699
No,2017,362,81,-58,9,3,242,10.86,-2.37,17.03,4.69,191,1555,benton,-119.322942,46.036523
Yes,2017,565,0,-100,2,2.29,782,8.74,-3.25,15.3,2.19,102,1271,klickitat,-121.232801,46.034111
No,2017,917,17,98,31,0.69,424,8.41,-4.38,14.27,2.55,237,1281,yakima,-120.402748,46.081463
Yes,2017,802,-98,18,77,2.11,3504,7.73,-1.41,12.03,3.43,87,693,snohomish,-121.603142,48.134843
Yes,2017,1135,-23,97,86,-2.42,2880,5.35,-5.19,10.38,0.33,164,884,skagit,-121.264909,48.301106
Yes,2019,2141,-2,99,80,-4.75,1632,1.61,-7.67,6.27,-3.05,139,605,yakima,-121.437802,46.212658
Yes,2017,510,53,84,59,3.94,2999,9.53,0.37,13.92,5.15,74,807,snohomish,-121.809022,48.230615
No,2017,545,-80,59,26,2.58,443,10.96,-1.88,16.35,5.58,265,1470,columbia,-117.986176,46.436348
Yes,2018,1328,-8,-99,17,-2.4,535,4.92,-8.55,9.99,-0.14,187,947,okanogan,-119.14558,48.464913
No,2017,809,99,8,23,-0.31,368,7.77,-7.05,13.49,2.05,201,1287,okanogan,-119.656964,48.471195
No,2017,264,46,88,20,3.37,231,11.93,-1.79,18.11,5.75,244,1719,benton,-119.177395,46.171968
Yes,2017,899,-62,-78,38,3.14,2543,7.65,-0.81,11.4,3.9,58,568,whatcom,-122.2838,48.773096
Yes,2017,612,-84,53,26,1.46,510,8.39,-5.23,14.83,1.96,102,1362,stevens,-117.803423,47.89136
No,2017,410,72,-68,29,2.4,281,10.4,-3.32,17.01,3.79,171,1605,franklin,-118.53584,46.694537
No,2017,618,36,-93,25,1.34,243,9.41,-4.65,15.57,3.25,224,1451,kittitas,-120.127969,46.805082
No,2017,436,-98,19,2,2.04,230,9.25,-5.4,15.94,2.56,127,1351,kittitas,-120.504203,46.939355
No,2017,683,-98,-17,12,1.16,270,8.45,-5.19,14.87,2.04,147,1334,kittitas,-120.285081,46.877137
No,2017,775,16,-98,11,-0.17,299,8.05,-6.96,14.06,2.05,197,1374,douglas,-119.778148,47.647248
No,2017,1797,98,18,134,-4.43,2086,2.72,-7,6.81,-1.37,149,624,chelan,-120.942317,48.515212
Yes,2017,811,62,-78,38,2.65,3480,8.24,-0.38,12.11,4.37,77,668,skagit,-122.00743,48.403884
Yes,2017,1229,35,93,57,1.24,2677,5.61,-3.16,9.99,1.25,82,613,lewis,-121.881487,46.682809
Yes,2017,770,-76,64,126,3.77,3207,8.76,0.21,12.62,4.9,70,635,snohomish,-121.874074,48.165627
No,2017,632,25,96,36,2.61,507,10.52,-2.08,15.97,5.06,240,1384,columbia,-117.988702,46.280146
No,2017,699,-93,-35,26,2.39,792,10.04,-2.64,15.53,4.55,234,1353,walla_walla,-118.129016,46.089398
No,2017,226,15,98,6,1.96,196,10.74,-3.44,17.91,3.57,213,1729,yakima,-120.217691,46.273109
Yes,2017,1544,99,3,145,-2.55,1848,4.07,-7.46,8.96,-0.81,118,795,chelan,-120.89479,48.198642
Yes,2017,862,91,-41,5,2.83,2354,8.01,-2.61,12.82,3.2,111,918,skamania,-121.728383,45.869618
No,2017,390,0,0,0,2.08,327,10.6,-3.25,16.9,4.3,201,1632,ferry,-118.529981,47.877459
Yes,2017,930,-34,94,32,-0.75,395,7.06,-7.57,12.91,1.21,190,1227,okanogan,-119.313148,48.492358
No,2017,649,24,96,29,0.91,221,9.16,-4.92,15.76,2.56,220,1495,yakima,-120.097479,46.489771
No,2017,304,-86,-50,6,2.31,199,10.73,-3.5,17.41,4.03,231,1629,yakima,-120.24557,46.428203
